Longitude,Latitude,Altitude,d0101,d0102,d0103,d0104,d0105,d0106,d0107,d0108,d0109,d0110,d0111,d0112,d0113,d0114,d0115,d0116,d0117,d0118,d0119,d0120,d0121,d0122,d0123,d0124,d0125,d0126,d0127,d0128,d0129,d0130,d0131,d0201,d0202,d0203,d0204,d0205,d0206,d0207,d0208,d0209,d0210,d0211,d0212,d0213,d0214,d0215,d0216,d0217,d0218,d0219,d0220,d0221,d0222,d0223,d0224,d0225,d0226,d0227,d0228,d0301,d0302,d0303,d0304,d0305,d0306,d0307,d0308,d0309,d0310,d0311,d0312,d0313,d0314,d0315,d0316,d0317,d0318,d0319,d0320,d0321,d0322,d0323,d0324,d0325,d0326,d0327,d0328,d0329,d0330,d0331,d0401,d0402,d0403,d0404,d0405,d0406,d0407,d0408,d0409,d0410,d0411,d0412,d0413,d0414,d0415,d0416,d0417,d0418,d0419,d0420,d0421,d0422,d0423,d0424,d0425,d0426,d0427,d0428,d0429,d0430,d0501,d0502,d0503,d0504,d0505,d0506,d0507,d0508,d0509,d0510,d0511,d0512,d0513,d0514,d0515,d0516,d0517,d0518,d0519,d0520,d0521,d0522,d0523,d0524,d0525,d0526,d0527,d0528,d0529,d0530,d0531,d0601,d0602,d0603,d0604,d0605,d0606,d0607,d0608,d0609,d0610,d0611,d0612,d0613,d0614,d0615,d0616,d0617,d0618,d0619,d0620,d0621,d0622,d0623,d0624,d0625,d0626,d0627,d0628,d0629,d0630,d0701,d0702,d0703,d0704,d0705,d0706,d0707,d0708,d0709,d0710,d0711,d0712,d0713,d0714,d0715,d0716,d0717,d0718,d0719,d0720,d0721,d0722,d0723,d0724,d0725,d0726,d0727,d0728,d0729,d0730,d0731,d0801,d0802,d0803,d0804,d0805,d0806,d0807,d0808,d0809,d0810,d0811,d0812,d0813,d0814,d0815,d0816,d0817,d0818,d0819,d0820,d0821,d0822,d0823,d0824,d0825,d0826,d0827,d0828,d0829,d0830,d0831,d0901,d0902,d0903,d0904,d0905,d0906,d0907,d0908,d0909,d0910,d0911,d0912,d0913,d0914,d0915,d0916,d0917,d0918,d0919,d0920,d0921,d0922,d0923,d0924,d0925,d0926,d0927,d0928,d0929,d0930,d1001,d1002,d1003,d1004,d1005,d1006,d1007,d1008,d1009,d1010,d1011,d1012,d1013,d1014,d1015,d1016,d1017,d1018,d1019,d1020,d1021,d1022,d1023,d1024,d1025,d1026,d1027,d1028,d1029,d1030,d1031,d1101,d1102,d1103,d1104,d1105,d1106,d1107,d1108,d1109,d1110,d1111,d1112,d1113,d1114,d1115,d1116,d1117,d1118,d1119,d1120,d1121,d1122,d1123,d1124,d1125,d1126,d1127,d1128,d1129,d1130,d1201,d1202,d1203,d1204,d1205,d1206,d1207,d1208,d1209,d1210,d1211,d1212,d1213,d1214,d1215,d1216,d1217,d1218,d1219,d1220,d1221,d1222,d1223,d1224,d1225,d1226,d1227,d1228,d1229,d1230,d1231,Media
-50935,-24.6689,1116,0,0,7,7.4,2,3,0,0,0,9.8,4.4,2,11.3,0,0,0,2,0,1,16,0,33.4,0,36,15,0,4.6,12,0,0,2.4,0,0,8,0,2.5,3,5,0,1,63.4,20,0,11,2.4,28.4,0,2,1,7,1,0,0,2,6.4,0,0,2,3,0,0,4,0,0,0,0,2,0,0,14,2.4,1,0,0,0,0,0,4.5,0,0,0,0,3.6,0,0,0,2.4,22.6,3,0,0,0,0,5,0,0,0,0,0,0,0,0,25,0,0,0,1.9,0,0,0,0,16,0,0,1.4,0,0,0,0,0,3,4,0,0,0,0,1.6,0,0,0,0,0,0,0,36,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,60,5.5,3.3,5.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,38.2,2.6,0,0.1,38.2,0,0,0,0,0,0,0,8,34,87,35,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,43.1,74,0,1,1,0,0,1,0,0,0,0,13,0,0,0,0,0,3,18,0,15.2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,6,0,0,63.9,14.4,95,0,0,0,0,0,0,0,0,16.4,17.2,0,0,0,26,4.2,0,0,0,0,0,0,0,0,0,0,0,1.4,48,19.6,4,3.2,0,0,0,0,0,23.2,0,0,0,0,0,7.2,0,0,0,0,0,0,0,4.6,0,1.2,0,5.6,0,0,2.4,4.6,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,16.2,0,2,2.96551724137931
-50.9667,-24.4167,650,0,0,2,0,0,0,3.2,0,0,0,35.8,16.8,70,0,0,8,2.3,1.9,12.6,4.5,0,30.8,0,0,0,0,0,7.4,0,0,0,5.3,0,33.1,6.6,7.5,4.4,0,15.7,6.8,11.9,18,4.1,10.4,0,0,6.5,0,0,3.8,5.2,0,0,0,0,0,2.4,2,1,10.6,0,0,0,0,0,0,0,0,1,2.6,0,6.1,0,0,0,0,0,0,4.2,0,0,0,1.3,0,2,0,1,30,0,10.3,0,0,0,3.5,0,0,0,0,0,0,0,0,20.6,1.4,0,0,0,0,0,0,0,15.6,0,0,18,0,0,0,0,1.3,1.5,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.8,52.6,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.9,4.5,0,0,53,1.1,17.1,10,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,40.3,4.4,0,0,35.3,0,0,0,0,0,0,0,9.3,44.7,82.4,37.4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2.5,16,58.9,0,0,0,0,0,0,0,0,0,0,10.1,0,0,0,0,0,6.1,0,6.6,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,33.5,21.7,21.2,0,1.9,52.9,7.6,39,6.1,0,0,0,0,0,0,0,10.3,9.9,0,0,0,26.5,5.4,0,0,0,0,0,0,0,0,0,0,0,24.4,15.5,21.7,18.5,10.7,0,0,0,0,0,43.6,1,0,0,0,0,2.5,0,0,0,0,0,0,0,1.7,0,63.8,2.1,0,0,0,0,27.2,0,0,0,0,0,0,0,0,5.3,0,0,4.6,0,0,0,0,29,1.09608540925267
-50.65,-24.8667,950,0,0,0,7.3,10.6,0,9.5,0,5.8,4.2,0,0,13.2,0,7.7,0,9.3,0,4.7,3.5,0,12.1,15.1,0,0,2.3,0,7.9,8.2,0,0,0,4.1,0,32,0,0,8.9,52,0,0,0,38,0,9.8,0,0,0,0,0,0,11.3,0,7.4,10.3,0,0,12.1,0,0,0,8.2,0,0,0,0,5.9,0,0,0,0,8.7,10.4,0,0,0,0,10.7,0,0,0,0,16.2,0,0,0,9.3,0,5.5,0,0,12.7,9.5,0,0,0,0,13.7,5.8,0,0,0,6.9,0,0,4.9,9.2,0,0,0,11.5,0,0,3.5,0,7.2,0,9.5,0,14.3,0,4.5,0,0,0,0,0,0,0,8.4,0,0,0,0,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6,18.3,0,0,0,0,0,0,0,0,0,14.8,0,0,0,0,0,0,16.2,0,0,0,50.2,6.3,0,19.6,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2,0,0,0,16.5,14.7,0,0,0,0,0,0,0,26.6,66.4,57.4,15.6,0,0,0,15.3,0,0,5.9,0,0,0,0,0,0,0,4.1,11.2,12.7,18,0,0,0,0,0,0,0,0,0,13.8,0,0,0,0,0,11.5,7.2,12.3,19.5,0,0,0,0,0,0,0,0,0,0,0,13.1,0,0,0,0,0,0,0,0,0,0,9.4,7.3,11.4,0,0,0,0,9.3,6.9,0,0,0,70.8,10.5,9.5,0,10.4,0,0,0,0,0,0,27.6,0,6.7,0,0,32.1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6,59.7,0,5.8,0,4.3,0,0,0,13.1,0,9.5,0,0,0,7.9,10.1,0,0,0,0,0,0,10.7,0,6.3,0,0,9.5,0,0,0,0,0,0,0,0,0,5.8,0,0,0,0,6.3,0,0,0,0,0,0.520446096654275
-50.3833,-24.95,780,0,0,0,3.8,0,6.4,12.8,0,8.6,0,9.2,18.3,11,5.2,2.7,5.9,21.5,3.5,2.5,0,1.3,5.7,5.9,0,28.3,0,0,10.9,0,3.6,0,0.8,0,0,0,0,0,12.4,33.5,43.8,25.3,0,0,0,8.3,23.9,0,0,0,0,0,9.8,27.1,0,0,0,19,0,0,0,0,0,0,0,0,7.1,0,0,0,0,0,0,0,0,0,10.7,0,0,0,0,0,0,0,0,0,0,0,0,4.2,15.8,12.8,5.2,13.7,0,0,0,0,0,0,0,3.5,14.7,0,0,0,0,8.4,9.1,0,0,0,0,0,0,13,0,0,0,1.8,2.5,0,0,8,0,0,0,0,0,0,6.4,8.1,10.5,0,0,4.3,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,34.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,0,2.3,34.7,21.6,24.4,19,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5,0,0,0,30.7,0,0,0,0,0,0,0,2.3,58,33.7,0,17.8,24.1,5.8,0,20.5,0,1.8,0,0,0,0,0,0,0,0,0,33,4.9,0.3,0,0,0,0,0,0,0,0,21.4,0,0,0,0,0,0,12,22.6,0.7,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,8,0,0,0,0,0,0,0,4,6.2,11.1,0,0,0,0,8,34.9,1.9,0,5.3,80,3.5,27,0.5,0,4.7,15.8,0,0,0,3.4,7.8,2.5,0,7.3,0,9.8,15.9,0,0,0,0,0,0,0,0,0,0,5.4,1.6,8.1,27.4,24.7,0,0,0,0,0,0,38.8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5.8,0.2,5.2,0,0,0,5.4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14760147601476
-50.7,-24.0167,NA,0,0.9,0,0,1.6,2,0,0,0.9,0,0,22.1,44,0,0,0,7.5,13.5,10.2,2.3,0.2,60.6,4.9,27.5,8.9,8.1,5.2,15,0,2.2,17.5,11.3,29.9,0,0,0,17.6,36.1,11.7,1.5,15.7,22.6,0,13.3,1.6,1.2,5.8,0,0.2,0.4,0,0,0.3,19.4,20.5,0,0,0,0,1.2,0,0,0,0,0,0.1,6,0,0.5,0,40.6,0,0,3.7,0,0,0,6.5,0,0,0,1.5,13.1,0.1,9.1,0,3.4,40,3.6,9.3,0.1,0,0,14.4,0,0,0,0,0,0,0,0,22,0.4,0,0,0,0,0,0,0,49.7,0,9.2,29.2,5.7,0,0,0,0,2.9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3,50.4,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,1.6,0,0,58.9,4,16.1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8.8,0,0,10.3,0,0,0,0,0,0,0,3.9,17.1,21.9,26.1,0,0,0,0,0,0,0,6.6,0,0,0,0,0,0,0,4.5,4.3,37.7,0,0,0,0,0,0.1,0,0,0,0,10.9,0,0,0,0,0,0,0,0.2,5.3,0.6,0,0,0,0,0,0,0,0,0,0,0,1.2,0,2.2,0,0,0,0,0,0,0,13.7,0,0,0,0,0,0,16.7,41.3,13,0,1.1,41.6,18.7,63.7,13.3,0,0,0,0,0,0,0,4.9,30.4,0,0,0,14,11.3,0,0,0,0,0,0,0,0,0,0,0,10.8,4.9,31.4,13.8,1.7,2.4,0,0,0,0,29.6,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2.3,2.4,1.7,34.3,13.3,0,0,0,22.5,15.4,0,0,0,0,0,0,0,19.6,0,0,0,0,0,0,0,0.7,0.727626459143969
-50.6361,-24.0706,604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,0,0,30,15,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,15,0,0,0,0,0,0,0,15,0,56,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,42,0,25,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,28,0,14,0,0,0,56,0,0,0,0,0,0,0,0,0,46,0,0,0,26.5,0,0,0,4,0,0,0,0,0,0,0,0,0,30,0,0,18,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2.98340248962656
-50.7222,-24.3125,655,0,0,0,0,0,9.2,0.2,16,0,0,10.1,18.8,48.7,0,0,15.7,46.6,3.6,30.1,4.6,0.2,26.9,0,0.3,0.4,12.7,20.2,0,0.4,0.9,8.8,0.7,26.4,23,4,9.9,2.2,23.3,0.5,1.7,35.3,23,3.9,0,12.6,1.4,3.2,0,0,9.8,3.8,0,0,0,10.4,0,0,0,0,22,0,0.4,0,0,0,0,2.9,0,0,1.1,13.9,0.2,1.2,0,0,0,0,7.6,0,0,0,0.8,1,0,0,0,14.2,33.4,0,10.7,0.5,0,6.7,14,0.2,0,0,0,0,0,0.3,19,0.4,0,0,0,0,0,0,0,0,11.2,0,0,14.4,2.1,0,0,0,0,4.2,1.1,0,0,0,0,0,0,0,0,0,0,0,0,2.8,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5,50.3,8.6,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,29.1,0,0,0.2,52.3,7.6,25.5,8.1,0.4,0,0,0,0,0,0,0.3,0,0,0,0,0,0,42.7,4.4,0,0,24.4,0,0,0,0,0,0,0,7.3,41.6,58,38.3,0,0,0,0,0,0,0,19.2,0,0,0,0,0,0,0,3.6,9.8,40.4,0,0,0.6,0.3,0,0.2,0,0,0,0,13.9,0,0,0,0,0,1.6,2.3,0,9.8,0.8,0,0,0,0,0,0,0,0,0,0.3,1,0,0,4.5,0,0,0,0,0,0,0,11.9,0,0,0,0,0,0,30.1,36.3,8.9,0.3,1,38.5,22.1,39.6,7.6,0,0,0,0,0,0,0,14.4,12.9,0,0,0,21.3,1.9,0,0,0,0,0,0,0,0,0,0,0,0.2,11.5,27.3,9.1,12.7,0,0,0,0,0,41.1,0.2,0,0,0,0,4.7,0,0,0,0,0,0,0,0.9,0.3,9.8,17.2,14.6,0,0,0,4.7,0,0,0,0,0,0,0,0,0,1.8,2.4,6.7,0,0,0,0,56.9,0.742857142857143
-50.8486,-24.1706,715,6,2.7,19,0,0,2.9,0,0.9,0,0,0.3,0,45,0,0,0,11,10,0.4,0,0,59,0.2,0.3,32,21,8,1.4,16,6,11.1,7.6,0,54.5,0,8,5,9,10.9,10,10,0,15,16.5,10,5.4,0,0,0,8.5,0,0,3.2,0,0,0,0,0,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,7.3,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8,0,69.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,42,6.4,45.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4.4,0,0,25.5,0,0,0,0,0,0,0,11.7,31.1,20,45.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1,21.3,0,0,0,0,0,0,0,0,0,10.5,0,0,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,17.5,0,0,0,0,0,0,1.9,50,0,0,0,36.3,0.9,85.9,0,0,0,0,0,0,0,0,0,32.7,0,0,0,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,9.3,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28.2,20,0,0,0,51.9,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
-51.6167,-24.05,380,0,0,0,0,0,0,0,0,0,19.2,24.8,23,32.8,0,0,0,14.5,0,8.4,20,5.7,32.8,0,0,0,0,0,0,0,0,0,0,0,26.9,3.5,11,0,75.8,0,2.6,33.6,55.2,0,0,34.4,0,0,0,0,0,0,0,0,7.4,36.7,0,12,0,0,26.9,0,0,3.5,11,0,5.8,0,0,0,34.4,21.2,0,0,0,0,0,0,0,0,0,0,42.4,37.2,0,0,0,28.2,24.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.8,0,0,11,11,0,0,0,0,0,0,0,27.2,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8,56.8,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.4,0,0,0,51.2,3.6,38.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.2,0,0,0,32.6,0,0,0,0,0,0,0,7.8,40.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,2.6,0,21.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6,0,0,0,0,43.5,55.4,45.2,0,0,0,0,0,0,0,0,16.2,0,0,0,0,51.6,13.2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,90,9,0,0,0,0,0,73.2,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,2.6,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,25.8,4.3,0.739130434782609
-51.15,-24.8333,550,0,0,11.2,0,0,11.8,0,0,0,0,1.9,1,9.5,0,0,0,0,0,3.6,3.2,0.7,43,0,1.9,0,0.4,0,12.6,1.4,4.3,58.4,12.9,11.8,0,0.5,25.8,31.3,9.7,14.4,15.1,8.3,11.1,0.6,15.2,2.1,0.9,0,0,0,5.9,0,0,0,8.3,7.5,0,0,0,0,0,0,0.2,0,0,0,0,0.5,0,2.5,4.8,2.8,0,7.4,0,0,0,0,0.5,0,0,0,0,1.1,0,0,0,42.3,69.9,0.7,12.5,0,4.2,2.9,6.8,0,0,0,0,0,0,0,0,20,2.9,1.6,2.9,0,0,0,0,0,23,0,15,1.5,0,0,0,0,0,6.6,0,0,0,0,0,0,0,0,14.9,0,0,0,0,25.5,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,26.1,31.6,8,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,18.6,0,0,0.5,55.8,7.2,6.6,22,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1,1,0,0.4,34.9,0,0,0,0,0,0,0,7.4,25.2,118.8,61.2,0,0,0,0,0,0,4.7,0,0,0,0,0,0,0,0,6.2,55.6,70.6,0,1,2.6,0,0,1.2,0,0,0,0,22.2,0,0,0,0,0,22.3,20.6,0,15.7,0,0,0,0,0,0,0,0,0,0,0.2,4.4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9.7,16.7,18.4,0,0,102.7,9.8,35.1,1.2,0,0,0,0,0,0,0,26.6,9.4,0,0,0,34.4,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.649289099526066
-51.4833,-24.1,625,0,0,0,0,0,5.3,0,21.8,6.3,1.7,16,9.9,36.7,0,0,0,18.1,17.9,8.9,1.6,6,19.2,0,0,0,0,0.7,6.1,13.4,0,0,0,6.4,0,3.1,7.5,0,85.8,0,4,17.8,42.5,25.5,7.7,0,7.2,6.2,0,0,17.8,2.4,0,0,2.7,28.3,0,0,0,0,24.3,0,0,0,0,0,0,0,0,0,43.3,63.4,0,0,0,0,0,0,0,0,0,0,5.3,0,0,0,0,2.7,46.8,0,14.2,0,0,0.9,37.3,0,0,0,0,0,0,0,0,30.4,0,0,0,0,0,0,0,0,14.4,0,0,21.4,6.4,0,0,0,0,6.2,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3,43,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3,0,0,0,65,42.3,53.2,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.3,10.6,0,3.8,38.6,0,0,0,0,0,0,0,5.5,36,58.6,44.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6,30.2,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,0,0,0,8.2,0,29.3,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,11.9,0,0,0,0,0,0,0,18.3,0,0,0,0,0,0,15,47.9,17.9,2.9,1.4,26.6,25.1,26,10.3,0,0,0,0,0,0,0,13.2,6,0,0,0,50,14,0,0,0,0,0,0,0,0,0,0,0,0,11.8,58.1,23,9.7,0,0,0,0,0,58.7,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17829457364341
-51.8833,-24.9333,900,0,0,25.5,0,0,0,0,29.3,0.9,0,0,9.7,7.6,0,0,6.1,20.4,27.6,13.1,2.1,0,12.5,6.7,45.5,0,0,0,0,43.8,51.3,15.9,5,2.9,0,0,34.6,0,2.8,0,16,9.3,17.6,21.2,9.2,5.4,0.9,0,0,0,17.4,4.3,0,0,9.2,18.4,3.2,10.8,0,5.7,0.3,0,0,0,0,0,0,0,0,0,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,1.8,5.8,26.3,0,15.6,0,0.8,0,2.8,0,0,0,0,0,0,0,0,31.1,0,19.4,4.6,2,0,0,0,0,31.2,0,7.6,0,0,0,0,0,0,4.3,0.8,0,0,0,0,0,0,0,0,0,0,0,17.7,27.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,26.6,34.5,1,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,39.4,0,0,0.8,73.3,9.9,20.1,45,6.1,0,0,0,0,0,0,2,0,0.6,0,0,0,0,23.6,1.3,0,17.3,21.2,0,0,0,0,0,0,0,9.1,29,121.6,55.5,0,0,0,0,0,0,7.8,0,0,0,0,0,0,0,0,22.4,109.4,78.8,0,0,3.6,0,0,0,0,0,0,0,18.6,0,0,0,0,0,19.3,16.5,0,28,0,0,0,0,0,0,0,0,0,0,1.8,4.3,0,0,24.4,0,0,0,0,0,0,0,4.2,0,0,0,0,0,0,12.1,26.2,12.6,0,1.8,74.5,8,50.8,0,0,0,0,0,0,0,0,39.6,31.1,0,0,0,38,2.1,0,0,0,0,0,0,0,2.5,0,0,0,1,1.1,57.6,6.2,8.6,4.2,0,0,0,0,19.2,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,1.7,0,1.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.7,23,7.5,0,0,8.2,5.1,0,0.770114942528736
-51.7667,-24.75,860,4.1,0,10.1,21.3,0,0,0,0,0,19.8,0,0,20.2,0,0,0,36.5,21.2,0,0,22.2,0,27.3,0,6.3,0,16.3,0,30.4,38.5,0,4.1,6.3,12.1,0,3.2,0,15.6,6.8,21.9,24.6,25.2,36.1,0,23.2,0,0,0,0,0,0,0,0,0,10.2,0,0,0,0,17.1,0,0,2,0,0,0,0,0,0,0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1,0,40.3,0,1.3,0,21.1,0,0,0,0,0,0,0,0,28.2,3.5,0,0,0,0,0,0,0,20.1,0,23.2,0,0,0,6.4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5.8,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,0,40.3,0,0,0,0,0,0,0,10.2,0,0,0,0,0,0,47.2,0,0,0,5.3,84.8,0,50.5,28.3,0,0,0,0,0,0,0,0,0,0,0,0,0,52.5,0,0,0,30.3,0,0,0,0,0,0,0,0,45.6,76.1,120.1,28.5,0,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,110.4,96.8,0,6.7,0,0,0,0,6.7,0,0,0,15.9,0,0,0,0,0,20.3,10.2,0,0,27.7,0,0,0,0,0,0,0,0,0,0,5,0,0,21.2,0,0,0,0,0,0,0,11.2,0,0,0,0,0,0,39.1,10.2,0,0,15.6,75.5,19.3,41.3,0,0,0,0,0,0,0,0,0,47.9,0,0,0,30.3,24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,47.9,0,0,10.1,0,0,0,0,0,32.1,0,0,0,3.4,0,0,0,0,0,0,0,0,10.3,0,0,35.8,0,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,46,56.9,12.3,0,8,0,0.235915492957746
